Tag1,Score,Best Segment,2nd Best Segment
4. Animal Welfare 4.1. Health and Welfare Plan 4.1.25,0.12025749345694556,"that the Farm Questionnaire be completed by the organization as part of the audit process. Standard criteria that relate to verification of information collected in the farm questionnaire are tagged as “MEL Indicator.” Additional criteria that include a measurement component and can be UNIFIED STANDARD SYSTEM DRAFT 2 11 used to monitor the effectiveness of the standard over time are also tagged as MEL indicators. In both cases, this does not mean new criteria have been added, but rather that “MEL Indicator” provides visibility on information as part of the standard that may be used in monitoring and evaluation. Broader","the requirement for the management of the risk of facial eczema only applies where the risk is applicable was added. • Water management - No additional amendments in Draft 2. • Biodiversity management - From the review of the first draft of the standard, it became evident that more clarity is needed on how and when the criterion permitting the use of a baiting program applies. It is for this reason that this criterion has been expanded to include sub-criteria (rather than the originally proposed list), each with its own performance determinations, to reiterate that this intervention only applies to"
4. Animal Welfare 4.1. Health and Welfare Plan 4.1.26,0.28298163931647957,worker remains. • Handling and transport managed by the certified organization - An exemption for the requirement to provide feed and water after 24 hours of transport (for species/types of animals permitted to be transported for this long) if the entire journey could be completed within 30 hours was removed in Draft 2. - The recommendation from the RDS that vehicles transporting animals should be clearly labeled as such on the outside of the transport vehicle in the local language has been incorporated as a recommendation for all species in Draft 2. • Euthanasia and on-farm slaughter - A list,"extreme conditions required to control invasive species where other interventions have failed and only if all sub-criteria are met. - Agroecology has been included in the recommended criteria in Draft 2 encouraging an ecological systems approach to production management. Down • Health and welfare plan - Down is included in what was originally an RAF criterion that requires veterinary or specialist input when advice is needed on prevention, treatment and/or strategies to avoid the development of resistant parasites. - Down is included in another requirement originating from RAF that ensures noncertified animals on the certified site are not subject to"
4. Animal Welfare 4.2. Animal Nutrition 4.2.1,0.15985729766003254,"raw material for recognition. We consider cashmere to be a strategic fiber to include in our future standard system in alignment with our Climate+ goal, but we also acknowledge there are peer organizations that have already developed expertise and invested in standards for this space. The recognition model for cashmere is not yet defined, but options in the draft framework include: Growth partnerships: a partnership model is formed between our organizations to collaborate on growth areas committed to the Climate+ goal and targets; Specified recognition: verification evidence from recognized systems is accepted for the specified impact criteria in place of","organizational goal is to help drive a 45% reduction in the greenhouse gas emissions that come from fiber and material production by 2030, while driving positive impacts across soil health, water, and biodiversity, as well as human rights & livelihoods, animal welfare, and chemical management. We call this Climate+. The unified standard aims to meaningfully embed the Climate+ goal into the raw material scope for all materials included in our certification. An additional objective is to harmonize systems across the full scope of our current standards and to create stronger communication at the consumerfacing level. We are releasing content of"
4. Animal Welfare 4.2. Animal Nutrition 4.2.2,0.13121624100415089,"a tool that incentivizes practices on the ground that drive outcomes in a desired direction. Alternatively, adding to the proliferation of standards, audits, and certificates in the marketplace is counter to driving impacts. We are looking at a wide range of raw materials as well as impact areas (e.g., human rights & livelihoods) to recognize verification systems, meaning the recognition framework will include different models. The recognition model will depend on the material and the peer organization as an effort to be adaptable to meet different needs based on areas of alignment and opportunities for growth. Cashmere is a candidate","in order to preserve eligibility for markets that prohibit certain products (for example some meat programs prohibit the use of antibiotics). • Nutrition - Alignment was made with RDS to prohibit the use of growth promoters, as a new minor conformance level criterion. • Living environment - A recommendation that animals have access to natural light became a minor conformance-related criterion in Draft 2. - Alignment was made with RDS that, where automated or mechanical systems for ventilation are needed to maintain air quality, an alarm system is present that alerts workers to the failure of these systems. This is"
4. Animal Welfare 4.2. Animal Nutrition 4.2.3,0.18032726125876514,relief is available and used – was added in Draft 2. • Shearing - The requirement that alpacas are restrained for the minimum amount of time needed to shear them has been extended to sheep and goats in Draft 2. Restraint includes holding the animal so it cannot move freely. The performance determination gives an indication of the expected time needed to shear each type of animal. • Herd management - A new criterion about avoidance of mixing animals was introduced in Draft 1 but generated a lot of confusion as it was read as if there was a prohibition,"Draft 2 and limits this procedure to vets. A new criterion requiring vets to undertake any cesarean sections has been added to Draft 2. - The removal of milk from the diet of young animals is adapted according to whether the animal is being artificially or naturally reared. The weaning age for lambs and kids reared by their mothers was increased from Draft 1 to Draft 2. • Handling and transport - Some amendments were made to the requirements around the use of working dogs for Draft 2, but the principle that working dogs are under the control of the"
4. Animal Welfare 4.2. Animal Nutrition 4.2.4,0.1678623567809037,"free-ranging birds are moved from place to place. This aligns with an animal fiber criterion. - A new minor conformance-based criterion has been added that prohibits birds having their legs tied. This aligns with an animal fiber criterion. - The critical criteria banning live export of birds has been added – this aligns with an animal fiber criterion. • Handling and transport managed by the organization - The criterion that requires birds to be given feed and water if the loading, transport and unloading time exceeds eight hours has been revised to limit transport to four hours, counting from the","– this aligns with an animal fiber criterion. • Handling and transport managed by the organization - The criterion that requires birds to be given feed and water if the loading, transport and unloading time exceeds eight hours has been revised to limit transport to four hours, counting from the time the truck leaves the certified site until birds are unloaded. Performance determination notes that this is not applicable to the transport of newly hatched ducklings and goslings. • Euthanasia and on-farm slaughter - In response to reviewer feedback on the use of cervical dislocation, new criteria around the maximum"
4. Animal Welfare 4.2. Animal Nutrition 4.2.5,0.18907414504265085,worker remains. • Handling and transport managed by the certified organization - An exemption for the requirement to provide feed and water after 24 hours of transport (for species/types of animals permitted to be transported for this long) if the entire journey could be completed within 30 hours was removed in Draft 2. - The recommendation from the RDS that vehicles transporting animals should be clearly labeled as such on the outside of the transport vehicle in the local language has been incorporated as a recommendation for all species in Draft 2. • Euthanasia and on-farm slaughter - A list,"free-ranging birds are moved from place to place. This aligns with an animal fiber criterion. - A new minor conformance-based criterion has been added that prohibits birds having their legs tied. This aligns with an animal fiber criterion. - The critical criteria banning live export of birds has been added – this aligns with an animal fiber criterion. • Handling and transport managed by the organization - The criterion that requires birds to be given feed and water if the loading, transport and unloading time exceeds eight hours has been revised to limit transport to four hours, counting from the"
4. Animal Welfare 4.2. Animal Nutrition 4.2.6,0.08847508824742426,weight of birds that can be euthanized by this method have been added. - The signs of death that must be observed before euthanized animals are moved or disposed of have also been added. • Slaughter - A requirement for slaughter sites to have documented standard operating procedures has been added. - A new major-level criterion for there to be a person responsible for animal welfare has been added. Performance determination adds the detail that there must be someone who fulfills this role on-site whenever birds are being slaughtered. - A new requirement has been added that there is both,"is unavoidable providing them with at least visual contact with other birds, have been added to align with animal fiber criteria. - A major conformance-based criteria has been added requiring that any livestock guardian animals that are used to protect waterfowl (most likely with free-ranging UNIFIED STANDARD SYSTEM DRAFT 2 8 flocks) are suitable for the farm environment and expected predator threat. This aligns with animal fiber criteria. • Handling and transport - A new major conformance-based criterion has been added requiring calm movement at a relaxed pace in situations where waterfowl may be herded on foot, for example when"
4. Animal Welfare 4.2. Animal Nutrition 4.2.7,0.18534399134113466,"was added in Draft 2 to align with RDS for a vet to review the health plan [this could be carried out remotely]. - A new minor conformance level criterion was added in Draft 2 to align with RDS that prohibits the treatment of sick or injured animals being withheld in order to preserve eligibility for markets that prohibit certain products (for example some meat programs prohibit the use of antibiotics). • Nutrition - Alignment was made with RDS to prohibit the use of growth promoters, as a new minor conformance level criterion. • Living environment - A recommendation that","in order to preserve eligibility for markets that prohibit certain products (for example some meat programs prohibit the use of antibiotics). • Nutrition - Alignment was made with RDS to prohibit the use of growth promoters, as a new minor conformance level criterion. • Living environment - A recommendation that animals have access to natural light became a minor conformance-related criterion in Draft 2. - Alignment was made with RDS that, where automated or mechanical systems for ventilation are needed to maintain air quality, an alarm system is present that alerts workers to the failure of these systems. This is"
4. Animal Welfare 4.2. Animal Nutrition 4.2.8,0.14880601999845816,"discharge from wool scouring are scheduled to be released by August 2024. Group Certification Group Certification requirements are the same as they are for RAF and are summarized below. Group Certification is a mechanism under which groups of farmers can be managed and audited as a collective. Each group is managed by a legal entity, which is the certified organization. This organization puts in place an Internal Control System (ICS) to manage and carry out annual UNIFIED STANDARD SYSTEM DRAFT 2 10 internal inspections of all its group members. Annual third-party auditing of the ICS and a sampling of group",or sludge recovered should be managed with at least one of the options described in the criterion to recover value. Note that this criterion is linked to the new testing criteria as mentioned in the chemical management and restrictions sub-section and that the ZDHC Wool guidelines that focus on effluent discharge from wool scouring are scheduled to be released by August 2024. Group Certification Group Certification requirements are the same as they are for RAF and are summarized below. Group Certification is a mechanism under which groups of farmers can be managed and audited as a collective. Each group is
4. Animal Welfare 4.2. Animal Nutrition 4.2.9,0.15412920126806162,"low risk for fiber animals. • Husbandry procedures - The RAF allowance for goats to be castrated with bloodless emasculator at up to 14 weeks, that was inadvertently omitted from Draft 1, was reintroduced in Draft 2. - Details on later castration of sheep and goats carried out by a vet with mandatory pain relief that were previously only covered in the User Manual for RWS and RMS were included as conformance-related criteria in Draft 2. UNIFIED STANDARD SYSTEM DRAFT 2 6 - The possibility to use a scalpel (cold knife) for tail docking sheep – but only when pain","– to Draft 1 of the unified standard and the new Draft 2. Yak The criteria for yak that were introduced in Draft 1 have been removed from the scope of Draft 2. Work had been carried out researching relevant welfare and land use topics for yak, and there were reviewers both in favor and against including yak within scope. However, it has been decided that it is more important to focus on priority materials at this time. Performance determination A key addition for Draft 2 is the introduction of performance determination for each criterion to better inform the intent"
4. Animal Welfare 4.2. Animal Nutrition 4.2.10,0.16013540283465066,"the requirement for the management of the risk of facial eczema only applies where the risk is applicable was added. • Water management - No additional amendments in Draft 2. • Biodiversity management - From the review of the first draft of the standard, it became evident that more clarity is needed on how and when the criterion permitting the use of a baiting program applies. It is for this reason that this criterion has been expanded to include sub-criteria (rather than the originally proposed list), each with its own performance determinations, to reiterate that this intervention only applies to",worker remains. • Handling and transport managed by the certified organization - An exemption for the requirement to provide feed and water after 24 hours of transport (for species/types of animals permitted to be transported for this long) if the entire journey could be completed within 30 hours was removed in Draft 2. - The recommendation from the RDS that vehicles transporting animals should be clearly labeled as such on the outside of the transport vehicle in the local language has been incorporated as a recommendation for all species in Draft 2. • Euthanasia and on-farm slaughter - A list
4. Animal Welfare 4.2. Animal Nutrition 4.2.11,0.14833744773296245,"animals have access to natural light became a minor conformance-related criterion in Draft 2. - Alignment was made with RDS that, where automated or mechanical systems for ventilation are needed to maintain air quality, an alarm system is present that alerts workers to the failure of these systems. This is low risk for fiber animals. • Husbandry procedures - The RAF allowance for goats to be castrated with bloodless emasculator at up to 14 weeks, that was inadvertently omitted from Draft 1, was reintroduced in Draft 2. - Details on later castration of sheep and goats carried out by a","in order to preserve eligibility for markets that prohibit certain products (for example some meat programs prohibit the use of antibiotics). • Nutrition - Alignment was made with RDS to prohibit the use of growth promoters, as a new minor conformance level criterion. • Living environment - A recommendation that animals have access to natural light became a minor conformance-related criterion in Draft 2. - Alignment was made with RDS that, where automated or mechanical systems for ventilation are needed to maintain air quality, an alarm system is present that alerts workers to the failure of these systems. This is"
4. Animal Welfare 4.2. Animal Nutrition 4.2.12,0.28550774426693015,worker remains. • Handling and transport managed by the certified organization - An exemption for the requirement to provide feed and water after 24 hours of transport (for species/types of animals permitted to be transported for this long) if the entire journey could be completed within 30 hours was removed in Draft 2. - The recommendation from the RDS that vehicles transporting animals should be clearly labeled as such on the outside of the transport vehicle in the local language has been incorporated as a recommendation for all species in Draft 2. • Euthanasia and on-farm slaughter - A list,"– this aligns with an animal fiber criterion. • Handling and transport managed by the organization - The criterion that requires birds to be given feed and water if the loading, transport and unloading time exceeds eight hours has been revised to limit transport to four hours, counting from the time the truck leaves the certified site until birds are unloaded. Performance determination notes that this is not applicable to the transport of newly hatched ducklings and goslings. • Euthanasia and on-farm slaughter - In response to reviewer feedback on the use of cervical dislocation, new criteria around the maximum"
4. Animal Welfare 4.2. Animal Nutrition 4.2.13,0.13422246908757646,worker remains. • Handling and transport managed by the certified organization - An exemption for the requirement to provide feed and water after 24 hours of transport (for species/types of animals permitted to be transported for this long) if the entire journey could be completed within 30 hours was removed in Draft 2. - The recommendation from the RDS that vehicles transporting animals should be clearly labeled as such on the outside of the transport vehicle in the local language has been incorporated as a recommendation for all species in Draft 2. • Euthanasia and on-farm slaughter - A list,"age for lambs and kids reared by their mothers was increased from Draft 1 to Draft 2. • Handling and transport - Some amendments were made to the requirements around the use of working dogs for Draft 2, but the principle that working dogs are under the control of the worker remains. • Handling and transport managed by the certified organization - An exemption for the requirement to provide feed and water after 24 hours of transport (for species/types of animals permitted to be transported for this long) if the entire journey could be completed within 30 hours was removed"
4. Animal Welfare 4.2. Animal Nutrition 4.2.14,0.25637412300690426,worker remains. • Handling and transport managed by the certified organization - An exemption for the requirement to provide feed and water after 24 hours of transport (for species/types of animals permitted to be transported for this long) if the entire journey could be completed within 30 hours was removed in Draft 2. - The recommendation from the RDS that vehicles transporting animals should be clearly labeled as such on the outside of the transport vehicle in the local language has been incorporated as a recommendation for all species in Draft 2. • Euthanasia and on-farm slaughter - A list,"– this aligns with an animal fiber criterion. • Handling and transport managed by the organization - The criterion that requires birds to be given feed and water if the loading, transport and unloading time exceeds eight hours has been revised to limit transport to four hours, counting from the time the truck leaves the certified site until birds are unloaded. Performance determination notes that this is not applicable to the transport of newly hatched ducklings and goslings. • Euthanasia and on-farm slaughter - In response to reviewer feedback on the use of cervical dislocation, new criteria around the maximum"
4. Animal Welfare 4.2. Animal Nutrition 4.2.15,0.12842475751992694,worker remains. • Handling and transport managed by the certified organization - An exemption for the requirement to provide feed and water after 24 hours of transport (for species/types of animals permitted to be transported for this long) if the entire journey could be completed within 30 hours was removed in Draft 2. - The recommendation from the RDS that vehicles transporting animals should be clearly labeled as such on the outside of the transport vehicle in the local language has been incorporated as a recommendation for all species in Draft 2. • Euthanasia and on-farm slaughter - A list,"of acceptable methods for stunning animals for euthanasia has been added. RAF includes a list of methods for on-farm slaughter but not euthanasia. - The signs that must be observed to confirm death have been updated. • Slaughterhouse - Slaughterhouse requirements are mandatory for sites involved in producing skins from fiber animals, and IF the organization wants to make certification claims about those skins. - In addition to the RAF requirements, the RDS requirement that slaughter sites comply with applicable legislation has been added for fiber animals in Draft 2. Animal Fibers (sheep wool, mohair, and alpaca) • Management plans"
4. Animal Welfare 4.2. Animal Nutrition 4.2.16,0.09844466774962099,"members is conducted according to a risk assessment protocol and the overall size of the group. The Group Certification approach allows for improved efficiency in meeting and auditing standard requirements. The most common form of Group Certification is the Farm Group model, where all members of a group must comply with all applicable standard requirements and maintain all records and plans in the same way as farmers that are individually certified. There are no constraints on size or type of farming operation, but group members are either all in the same country or all in the EU. An additional Group",worker remains. • Handling and transport managed by the certified organization - An exemption for the requirement to provide feed and water after 24 hours of transport (for species/types of animals permitted to be transported for this long) if the entire journey could be completed within 30 hours was removed in Draft 2. - The recommendation from the RDS that vehicles transporting animals should be clearly labeled as such on the outside of the transport vehicle in the local language has been incorporated as a recommendation for all species in Draft 2. • Euthanasia and on-farm slaughter - A list
4. Animal Welfare 4.2. Animal Nutrition 4.2.17,0.2713360638693113,"– this aligns with an animal fiber criterion. • Handling and transport managed by the organization - The criterion that requires birds to be given feed and water if the loading, transport and unloading time exceeds eight hours has been revised to limit transport to four hours, counting from the time the truck leaves the certified site until birds are unloaded. Performance determination notes that this is not applicable to the transport of newly hatched ducklings and goslings. • Euthanasia and on-farm slaughter - In response to reviewer feedback on the use of cervical dislocation, new criteria around the maximum",worker remains. • Handling and transport managed by the certified organization - An exemption for the requirement to provide feed and water after 24 hours of transport (for species/types of animals permitted to be transported for this long) if the entire journey could be completed within 30 hours was removed in Draft 2. - The recommendation from the RDS that vehicles transporting animals should be clearly labeled as such on the outside of the transport vehicle in the local language has been incorporated as a recommendation for all species in Draft 2. • Euthanasia and on-farm slaughter - A list
4. Animal Welfare 4.2. Animal Nutrition 4.2.18,0.09750784073431279,"what was originally an RAF criterion that requires veterinary or specialist input when advice is needed on prevention, treatment and/or strategies to avoid the development of resistant parasites. - Down is included in another requirement originating from RAF that ensures noncertified animals on the certified site are not subject to inhumane treatment. • Herd management - A minor conformance-based criterion to avoid mixing birds within certified flocks (i.e., maintaining flocks as a single group from hatch to slaughter), has been added to align with animal fiber criteria. - Two conformance-based criteria minimizing the isolation of individual birds, and where this","free-ranging birds are moved from place to place. This aligns with an animal fiber criterion. - A new minor conformance-based criterion has been added that prohibits birds having their legs tied. This aligns with an animal fiber criterion. - The critical criteria banning live export of birds has been added – this aligns with an animal fiber criterion. • Handling and transport managed by the organization - The criterion that requires birds to be given feed and water if the loading, transport and unloading time exceeds eight hours has been revised to limit transport to four hours, counting from the"
4. Animal Welfare 4.2. Animal Nutrition 4.2.19,0.1570022093228933,worker remains. • Handling and transport managed by the certified organization - An exemption for the requirement to provide feed and water after 24 hours of transport (for species/types of animals permitted to be transported for this long) if the entire journey could be completed within 30 hours was removed in Draft 2. - The recommendation from the RDS that vehicles transporting animals should be clearly labeled as such on the outside of the transport vehicle in the local language has been incorporated as a recommendation for all species in Draft 2. • Euthanasia and on-farm slaughter - A list,"– this aligns with an animal fiber criterion. • Handling and transport managed by the organization - The criterion that requires birds to be given feed and water if the loading, transport and unloading time exceeds eight hours has been revised to limit transport to four hours, counting from the time the truck leaves the certified site until birds are unloaded. Performance determination notes that this is not applicable to the transport of newly hatched ducklings and goslings. • Euthanasia and on-farm slaughter - In response to reviewer feedback on the use of cervical dislocation, new criteria around the maximum"
4. Animal Welfare 4.3. Living Environment 4.3.1,0.21286600923277538,"animals have access to natural light became a minor conformance-related criterion in Draft 2. - Alignment was made with RDS that, where automated or mechanical systems for ventilation are needed to maintain air quality, an alarm system is present that alerts workers to the failure of these systems. This is low risk for fiber animals. • Husbandry procedures - The RAF allowance for goats to be castrated with bloodless emasculator at up to 14 weeks, that was inadvertently omitted from Draft 1, was reintroduced in Draft 2. - Details on later castration of sheep and goats carried out by a","that are associated with this method). Human Rights and Livelihoods The Human Rights and Livelihoods section included within the unified standard drafts (1 and 2), aims to apply a systems and risk-based approach that aligns with OECD recommendations for supply chain due diligence. Some of the criteria are similar to those within the Responsible Animal Fiber standards, while other criteria focus more on the implementation of systems than the RAF standards. The criteria within the drafts are applicable to tier 4/raw material/first production levels across each fiber and material category, with some specific conformance threshold differences to allow for relevance"
4. Animal Welfare 4.3. Living Environment 4.3.2,0.083958226352086,"supply chain with our pre-existing chain of custody standard: the Content Claim Standard (CCS). While the CCS continues to provide the mechanism for tracking and handling of the certified inputs through to the finished product, the unified standard impact criteria are being developed for Tiers 4 and 3.5 of the supply chain. Timeline Similar to the process of moving from the first to the second drafts of the standard, stakeholders’ feedback from the second consultation will be considered in changes made as we move to approve a final version of the standard at the end of 2023. The final version","is not yet defined, but options in the draft framework include: Growth partnerships: a partnership model is formed between our organizations to collaborate on growth areas committed to the Climate+ goal and targets; Specified recognition: verification evidence from recognized systems is accepted for the specified impact criteria in place of the applicable criteria being evaluated for the unified standard; Full recognition: materials from recognized standards are eligible to enter the unified standard system at certified sites. In all models, recognition partnerships include a commitment to shared measurement of impact areas, participation in aligned standard system tools (e.g., Trackit), and an"
4. Animal Welfare 4.3. Living Environment 4.3.3,0.12123339188779482,"the requirement for the management of the risk of facial eczema only applies where the risk is applicable was added. • Water management - No additional amendments in Draft 2. • Biodiversity management - From the review of the first draft of the standard, it became evident that more clarity is needed on how and when the criterion permitting the use of a baiting program applies. It is for this reason that this criterion has been expanded to include sub-criteria (rather than the originally proposed list), each with its own performance determinations, to reiterate that this intervention only applies to","members is conducted according to a risk assessment protocol and the overall size of the group. The Group Certification approach allows for improved efficiency in meeting and auditing standard requirements. The most common form of Group Certification is the Farm Group model, where all members of a group must comply with all applicable standard requirements and maintain all records and plans in the same way as farmers that are individually certified. There are no constraints on size or type of farming operation, but group members are either all in the same country or all in the EU. An additional Group"
4. Animal Welfare 4.3. Living Environment 4.3.4,0.11164798013154784,"SYSTEM DRAFT 2 5 Updates from Draft 1 The following is an overall summary of what has changed for animal materials from the Responsible Down Standard (RDS) and the Responsible Animal Fibers (RAF) standards – comprising the Responsible Wool Standard (RWS), Responsible Mohair Standard (RMS), and Responsible Alpaca Standard (RAS) – to Draft 1 of the unified standard and the new Draft 2. Yak The criteria for yak that were introduced in Draft 1 have been removed from the scope of Draft 2. Work had been carried out researching relevant welfare and land use topics for yak, and there were","– to Draft 1 of the unified standard and the new Draft 2. Yak The criteria for yak that were introduced in Draft 1 have been removed from the scope of Draft 2. Work had been carried out researching relevant welfare and land use topics for yak, and there were reviewers both in favor and against including yak within scope. However, it has been decided that it is more important to focus on priority materials at this time. Performance determination A key addition for Draft 2 is the introduction of performance determination for each criterion to better inform the intent"
4. Animal Welfare 4.3. Living Environment 4.3.5,0.13943392365747906,vet with mandatory pain relief that were previously only covered in the User Manual for RWS and RMS were included as conformance-related criteria in Draft 2. UNIFIED STANDARD SYSTEM DRAFT 2 6 - The possibility to use a scalpel (cold knife) for tail docking sheep – but only when pain relief is available and used – was added in Draft 2. • Shearing - The requirement that alpacas are restrained for the minimum amount of time needed to shear them has been extended to sheep and goats in Draft 2. Restraint includes holding the animal so it cannot move freely.,"of acceptable methods for stunning animals for euthanasia has been added. RAF includes a list of methods for on-farm slaughter but not euthanasia. - The signs that must be observed to confirm death have been updated. • Slaughterhouse - Slaughterhouse requirements are mandatory for sites involved in producing skins from fiber animals, and IF the organization wants to make certification claims about those skins. - In addition to the RAF requirements, the RDS requirement that slaughter sites comply with applicable legislation has been added for fiber animals in Draft 2. Animal Fibers (sheep wool, mohair, and alpaca) • Management plans"
4. Animal Welfare 4.3. Living Environment 4.3.6,0.1676066359210144,"free-ranging birds are moved from place to place. This aligns with an animal fiber criterion. - A new minor conformance-based criterion has been added that prohibits birds having their legs tied. This aligns with an animal fiber criterion. - The critical criteria banning live export of birds has been added – this aligns with an animal fiber criterion. • Handling and transport managed by the organization - The criterion that requires birds to be given feed and water if the loading, transport and unloading time exceeds eight hours has been revised to limit transport to four hours, counting from the","animals have access to natural light became a minor conformance-related criterion in Draft 2. - Alignment was made with RDS that, where automated or mechanical systems for ventilation are needed to maintain air quality, an alarm system is present that alerts workers to the failure of these systems. This is low risk for fiber animals. • Husbandry procedures - The RAF allowance for goats to be castrated with bloodless emasculator at up to 14 weeks, that was inadvertently omitted from Draft 1, was reintroduced in Draft 2. - Details on later castration of sheep and goats carried out by a"
4. Animal Welfare 4.3. Living Environment 4.3.7,0.12770721150511397,"the requirement for the management of the risk of facial eczema only applies where the risk is applicable was added. • Water management - No additional amendments in Draft 2. • Biodiversity management - From the review of the first draft of the standard, it became evident that more clarity is needed on how and when the criterion permitting the use of a baiting program applies. It is for this reason that this criterion has been expanded to include sub-criteria (rather than the originally proposed list), each with its own performance determinations, to reiterate that this intervention only applies to","age for lambs and kids reared by their mothers was increased from Draft 1 to Draft 2. • Handling and transport - Some amendments were made to the requirements around the use of working dogs for Draft 2, but the principle that working dogs are under the control of the worker remains. • Handling and transport managed by the certified organization - An exemption for the requirement to provide feed and water after 24 hours of transport (for species/types of animals permitted to be transported for this long) if the entire journey could be completed within 30 hours was removed"
4. Animal Welfare 4.3. Living Environment 4.3.8,0.16013362993655442,"is unavoidable providing them with at least visual contact with other birds, have been added to align with animal fiber criteria. - A major conformance-based criteria has been added requiring that any livestock guardian animals that are used to protect waterfowl (most likely with free-ranging UNIFIED STANDARD SYSTEM DRAFT 2 8 flocks) are suitable for the farm environment and expected predator threat. This aligns with animal fiber criteria. • Handling and transport - A new major conformance-based criterion has been added requiring calm movement at a relaxed pace in situations where waterfowl may be herded on foot, for example when","the requirement for the management of the risk of facial eczema only applies where the risk is applicable was added. • Water management - No additional amendments in Draft 2. • Biodiversity management - From the review of the first draft of the standard, it became evident that more clarity is needed on how and when the criterion permitting the use of a baiting program applies. It is for this reason that this criterion has been expanded to include sub-criteria (rather than the originally proposed list), each with its own performance determinations, to reiterate that this intervention only applies to"
4. Animal Welfare 4.3. Living Environment 4.3.9,0.17773512435084057,"Draft 2 and limits this procedure to vets. A new criterion requiring vets to undertake any cesarean sections has been added to Draft 2. - The removal of milk from the diet of young animals is adapted according to whether the animal is being artificially or naturally reared. The weaning age for lambs and kids reared by their mothers was increased from Draft 1 to Draft 2. • Handling and transport - Some amendments were made to the requirements around the use of working dogs for Draft 2, but the principle that working dogs are under the control of the","is unavoidable providing them with at least visual contact with other birds, have been added to align with animal fiber criteria. - A major conformance-based criteria has been added requiring that any livestock guardian animals that are used to protect waterfowl (most likely with free-ranging UNIFIED STANDARD SYSTEM DRAFT 2 8 flocks) are suitable for the farm environment and expected predator threat. This aligns with animal fiber criteria. • Handling and transport - A new major conformance-based criterion has been added requiring calm movement at a relaxed pace in situations where waterfowl may be herded on foot, for example when"
4. Animal Welfare 4.3. Living Environment 4.3.10,0.1057727532318948,"were made from Draft 1 moving towards Draft 2. The other criteria not summarized below and related to chemical management, waste management, water use and discharge, air emissions, and energy use of this section remain unchanged and are applicable to animal materials at the facility level. Chemical management and restrictions One addition in this sub-section related to animal materials is the introduction of a new leadership level/recommended chemical restriction requirement that is applicable to all types of animal fibers. The criterion is about the presence of ectoparasiticide concentration on raw fiber prior to scouring. The criterion provides a list of",or sludge recovered should be managed with at least one of the options described in the criterion to recover value. Note that this criterion is linked to the new testing criteria as mentioned in the chemical management and restrictions sub-section and that the ZDHC Wool guidelines that focus on effluent discharge from wool scouring are scheduled to be released by August 2024. Group Certification Group Certification requirements are the same as they are for RAF and are summarized below. Group Certification is a mechanism under which groups of farmers can be managed and audited as a collective. Each group is
4. Animal Welfare 4.3. Living Environment 4.3.11,0.40464682692557086,"animals have access to natural light became a minor conformance-related criterion in Draft 2. - Alignment was made with RDS that, where automated or mechanical systems for ventilation are needed to maintain air quality, an alarm system is present that alerts workers to the failure of these systems. This is low risk for fiber animals. • Husbandry procedures - The RAF allowance for goats to be castrated with bloodless emasculator at up to 14 weeks, that was inadvertently omitted from Draft 1, was reintroduced in Draft 2. - Details on later castration of sheep and goats carried out by a","in order to preserve eligibility for markets that prohibit certain products (for example some meat programs prohibit the use of antibiotics). • Nutrition - Alignment was made with RDS to prohibit the use of growth promoters, as a new minor conformance level criterion. • Living environment - A recommendation that animals have access to natural light became a minor conformance-related criterion in Draft 2. - Alignment was made with RDS that, where automated or mechanical systems for ventilation are needed to maintain air quality, an alarm system is present that alerts workers to the failure of these systems. This is"
4. Animal Welfare 4.3. Living Environment 4.3.12,0.14968401615663787,worker remains. • Handling and transport managed by the certified organization - An exemption for the requirement to provide feed and water after 24 hours of transport (for species/types of animals permitted to be transported for this long) if the entire journey could be completed within 30 hours was removed in Draft 2. - The recommendation from the RDS that vehicles transporting animals should be clearly labeled as such on the outside of the transport vehicle in the local language has been incorporated as a recommendation for all species in Draft 2. • Euthanasia and on-farm slaughter - A list,"the requirement for the management of the risk of facial eczema only applies where the risk is applicable was added. • Water management - No additional amendments in Draft 2. • Biodiversity management - From the review of the first draft of the standard, it became evident that more clarity is needed on how and when the criterion permitting the use of a baiting program applies. It is for this reason that this criterion has been expanded to include sub-criteria (rather than the originally proposed list), each with its own performance determinations, to reiterate that this intervention only applies to"
4. Animal Welfare 4.3. Living Environment 4.3.13,0.11398931056126774,worker remains. • Handling and transport managed by the certified organization - An exemption for the requirement to provide feed and water after 24 hours of transport (for species/types of animals permitted to be transported for this long) if the entire journey could be completed within 30 hours was removed in Draft 2. - The recommendation from the RDS that vehicles transporting animals should be clearly labeled as such on the outside of the transport vehicle in the local language has been incorporated as a recommendation for all species in Draft 2. • Euthanasia and on-farm slaughter - A list,vet with mandatory pain relief that were previously only covered in the User Manual for RWS and RMS were included as conformance-related criteria in Draft 2. UNIFIED STANDARD SYSTEM DRAFT 2 6 - The possibility to use a scalpel (cold knife) for tail docking sheep – but only when pain relief is available and used – was added in Draft 2. • Shearing - The requirement that alpacas are restrained for the minimum amount of time needed to shear them has been extended to sheep and goats in Draft 2. Restraint includes holding the animal so it cannot move freely.
